;meta[language=en]
; id      |key(hex)|key(str)| text
2111410350|00000000||Be not afraid, every single piece here is powerful, each in its own way. I’m not entirely sure what you intend to do with this one, but it will serve its purpose, you have my word. And so, everything that’s needed to silence the cries of anguish, are a mere few coins. 
2111410351|00000000||... it is clearly a counterfeit.
2111410352|00000000||You jest, dear friend! You must know I am the most-famous and esteemed amulet-trader of Ofir, if not the known world. Every single piece of this collection is handpicked and of highest quality, astounding even to those who live beyond.
2111410353|00000000||Got a few contacts among the society of sorceresses. Maybe they can fix it.
2111410354|00000000||Ah, so you know a sorceress who knows her ways with fine amulets like mine? Could she lift the curse?
2111410355|00000000||Got a few contacts among the society of sorceresses. Maybe they can fix it.
2111410356|00000000||Ah, so you know a sorceress who knows her ways with fine amulets like mine? Could she lift the curse?
2111410357|00000000||Actually, I’m pretty close to one. One of the most powerful. Ever heard of Triss Merigold of Maribor?
2111410358|00000000||Actually, I’m pretty close to one. One of the most powerful. Ever heard of Yennefer of Vengerberg?
2111410359|00000000||Can't say I did. I’m sure she’s a great sorceress but I’m pretty sure she hasn’t seen or worn anything of this quality yet. I’d rather not confuse the poor thing with this amulet.
2111410360|00000000||She'd probably break your nose for just those words alone.
2111410361|00000000||She'd probably annihilate you just for those words alone.
2111410362|00000000||I could use it for those spirits and then destroy it. No danger for you or your profits.
2111410363|00000000||Destroy!? Cursed or not, even the notion of one of my beloved pieces being destroyed is... No. No! They’re like my children. Nothing in the world could get me to let them get destroyed.
2111410364|00000000||Nothing?
2111410365|00000000||Unless someone bids an amount high enough to ease my pain.
2111410366|00000000||... let it help me end the strange events at the mansion for good.
2111410367|00000000||Yes, of course, you already mentioned that...
2111410368|00000000||Yes. Though, if you fear the curse of the villa, the amulet could help me make it safe for good. I’ve been there before, there were a few extremely rare treasures and artifacts waiting to be found.
2111410369|00000000||So far no one was brave and knowledgeable enough, but if those spirits are freed, you could be the one returning to your comrades in glory. 
2111410370|00000000||That would be fitting for a refined collector such as me...
2111410371|00000000||No telling how they will show their gratitude to you. Heard numerous stories of spirits presenting men with riches to no end.
2111410372|00000000||Peaceful spirits don't fill my belly at night, and I can’t count on their appreciation. I do hope that you will make the right choice in order to help those poor souls. Then we both might get the gratitude of whatever roams the halls of the villa.
2111410373|00000000||You probably would have gotten something entirely different from them if I wouldn’t have turned up.
2111410374|00000000||Trust me, spiteful spirits are nothing you want to come close to. Wraiths are among the least-harmful of them, and even they are terrifying in groups.
2111410375|00000000||They could get away from the villa? I’d reckon they should be bound to the place.
2111410376|00000000||I will free those spirits, and when they ask me what took me so long, I’d have to tell them who prioritized a few more coins over the salvation of their unspeakable pain. Wouldn’t want to switch shoes with one who denied helping them to peace. 
2111410377|00000000||Not necessary, friend, as I’m entirely on your side! My only priority when coming to this country was the urge to help poor souls, after all! How about a phenomenal discount?
2111410378|00000000||They won’t stop with you or me. They’ll lure countless people from everywhere towards them, granting them an ugly fate.
2111410379|00000000||While this is a pity, I’m neither a witcher nor a guard, and thereby not in the position to protect all poor people of this region. You, however, could actually do that.
2111410380|00000000||Especially with a few coins diverted to my purse instead of investing into the next, third-rate silver sword. No offense, friend.
2111410381|00000000||Would love to show you what my third-rate swords are capable of...
